通番号,公示年度,スキーム,分野,調査・事業名,提案法人名,代表法人所在地,外部人材（コンサルティング企業）,対象国
,,,,,,,,
800,2019,案件化調査（中小企業支援型）,環境・エネルギー,ベトナム南部経済圏における環境配慮型プレハブ方式ステンレス配水池導入に関する案件化調査,株式会社ベルテクノ,愛知県,【契約交渉中】,ベトナム
801,2016,案件化調査（中小企業支援型）,廃棄物処理,ビエンチャン市における医療廃棄物を中心とした有害廃棄物処理・管理改善に向けた案件化調査,加山興業株式会社,愛知県,カーボンフリーコンサルティング株式会社,ラオス
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
802,2012,案件化調査（中小企業支援型）,水の浄化・水処理,バングラデシュ農村部における簡易上水道事業の可能性調査,橋梁技建株式会社、POLY-GLU SOCIAL BUSINESS株式会社、有限会社レジンテック、株式会社野村総合研究所 共同企業体,愛知県,(なし),バングラデシュ
,,,,,,,,
,,,,,,,,
803,2014,案件化調査（中小企業支援型）,水の浄化・水処理,ダッカ市内の上水道整備のための案件化調査,株式会社ヘリオス・ホールディングス,愛知県,株式会社国際テクノ・センター、オーピーシー株式会社、株式会社TECインターナショナル,バングラデシュ
,,,,,,,,
,,,,,,,,
804,2014,案件化調査（中小企業支援型）,水の浄化・水処理,高効率水環境改善システム導入案件化調査,ティビーアール株式会社,愛知県,株式会社建設技術研究所,インドネシア
,,,,,,,,
,,,,,,,,
805,2015,案件化調査（中小企業支援型）,水の浄化・水処理,公共施設への分散型排水処理施設としての浄化槽導入事業の案件化調査,大栄産業株式会社,愛知県,三菱UFJリサーチ&コンサルティング株式会社,インドネシア
,,,,,,,,
,,,,,,,,
806,2016,案件化調査（中小企業支援型）,水の浄化・水処理,適正な配水の実現と無収水削減に資するPSVシステム構築のための案件化調査,兼工業株式会社,愛知県,株式会社かいはつマネジメント・コンサルティング、一般社団法人名古屋環未来研究所、中日本建設コンサルタント株式会社,スリランカ
,,,,,,,,
,,,,,,,,
807,2017,案件化調査（中小企業支援型）,水の浄化・水処理,小口径推進工法による下水道面整備管渠工事に係る案件化調査,地建興業株式会社、三和機材株式会社 共同企業体,愛知県,日本テクノ株式会社,インドネシア
,,,,,,,,
808,2013,案件化調査（中小企業支援型）,職業訓練・産業育成,産業用ロボット普及のための案件化調査,株式会社トヨオカ、株式会社かいはつマネジメント・コンサルティング 共同企業体,愛知県,(なし),ベトナム
,,,,,,,,
809,2014,案件化調査（中小企業支援型）,職業訓練・産業育成,公共バスのDDF化による燃費向上と環境改善に関する案件化調査,株式会社コクカ,愛知県,有限責任監査法人トーマツ,フィリピン
,,,,,,,,
,,,,,,,,
810,2015,案件化調査（中小企業支援型）,職業訓練・産業育成,新規加工技術を活用した繊維産業技術普及の案件化調査,ツヤトモ株式会社,愛知県,株式会社フォーバル,ミャンマー
,,,,,,,,
811,2019,案件化調査（中小企業支援型）,職業訓練・産業育成,実践的3D CAD教育による産業界のニーズに対応した機械設計エンジニア育成案件化調査,株式会社豊橋設計,愛知県,【契約交渉中】,ミャンマー
812,2015,案件化調査（中小企業支援型）,農業,土壌改良剤を使った有機農業の促進にかかる案件化調査,株式会社サンスイ,愛知県,株式会社木づな、アクセンチュア株式会社,スリランカ
,,,,,,,,
813,2017,案件化調査（中小企業支援型）,農業,ウッタル・プラデーシュ州におけるナマズ養殖関連技術パッケージ導入に係る案件化調査,ミヤチ株式会社,愛知県,(なし),インド
,,,,,,,,
814,2017,案件化調査（中小企業支援型）,農業,育苗及び生産の近代化による高品質イチゴの産地育成案件化調査,株式会社秀農業,愛知県,株式会社野村総合研究所,ブルキナファソ
,,,,,,,,
815,2019,案件化調査（中小企業支援型）,農業,100%天然素材の蚊取線香の製造バリューチェーン構築による除虫菊産業再興事業にかかる案件化調査【アフリカ課題提示型】,株式会社りんねしゃ,愛知県,【契約交渉中】,ケニア
816,2019,案件化調査（中小企業支援型）,農業,"高濃度気体溶解装置を用いた底質/水質改善に伴う水産養殖業改善事業の案件化調査【5,000万円上限枠】",株式会社大栄製作所,愛知県,"日本工営株式会社、Nippon Koei Vietnam International Co.,Ltd.、オリジナル設計株式会社",ベトナム
817,2017,案件化調査（中小企業支援型）,保健医療,がん検査の品質向上と受診機会の拡大を目指した超音波顕微鏡の案件化調査【途上国発イノベーション枠】,本多電子株式会社,愛知県,株式会社東京医療コンサルティング,インドネシア
,,,,,,,,
818,2017,案件化調査（中小企業支援型）,保健医療,医療・介護用の高機能マットレスを活用した褥瘡(床ずれ)予防にかかる案件化調査,株式会社シーエンジ,愛知県,株式会社東京医療コンサルティング,ブラジル
,,,,,,,,
819,2019,案件化調査（中小企業支援型）,保健医療,医療用の高機能マットレス及び褥瘡(床ずれ)予防ノウハウを活用した褥瘡予防にかかる案件化調査【途上国発イノベーション】,株式会社シーエンジ,愛知県,【契約交渉中】,ベトナム
820,2014,案件化調査（中小企業支援型）,その他,良質な車の輸入/査定/整備技術の移転による都市交通改善のための案件化調査,株式会社コムプリスカンパニー,愛知県,アイ・シー・ネット株式会社、津梁貿易株式会社,タンザニア
,,,,,,,,
,,,,,,,,
821,2020,案件化調査（中小企業支援型）,その他,食品産業の衛生管理強化を通じた食中毒等予防にかかる案件化調査,株式会社河村商会、有限会社ヘルス 共同企業体,愛知県,【契約交渉中】,タイ
822,2015,普及・実証・ビジネス化事業（中小企業支援型）,環境・エネルギー,オゾン層保護と気候変動対策に資するフロンガス回収・再生・破壊処理産業創出普及・実証事業,太洋商事株式会社,愛知県,株式会社エックス都市研究所,マレーシア
,,,,,,,,
,,,,,,,,
823,2017,普及・実証・ビジネス化事業（中小企業支援型）,廃棄物処理,ビエンチャン市における医療廃棄物を含む有害廃棄物処理・管理改善に向けた普及・実証事業,加山興業株式会社,愛知県,カーボンフリーコンサルティング株式会社,ラオス
824,2017,普及・実証・ビジネス化事業（中小企業支援型）,廃棄物処理,未分別の廃プラスチックを原料とするリサイクル製品の普及・実証事業,興亜商事株式会社,愛知県,株式会社かいはつマネジメント・コンサルティング,カンボジア
825,2013,普及・実証・ビジネス化事業（中小企業支援型）,水の浄化・水処理,パッケージ型無収水削減策の普及・実証事業,テスコアジア株式会社,愛知県,(なし),スリランカ
,,,,,,,,
,,,,,,,,
826,2015,普及・実証・ビジネス化事業（中小企業支援型）,水の浄化・水処理,高効率水環境改善システム普及・実証事業,ティビーアール株式会社,愛知県,株式会社建設技術研究所,インドネシア
827,2017,普及・実証・ビジネス化事業（中小企業支援型）,水の浄化・水処理,公共施設への分散型排水処理施設としての浄化槽の普及・実証事業,大栄産業株式会社,愛知県,【契約交渉中】,インドネシア
828,2018,普及・実証・ビジネス化事業（中小企業支援型）,水の浄化・水処理,安全な水への公平なアクセスの実現に資するPSVシステムの普及・実証・ビジネス化事業,兼工業株式会社,愛知県,【契約交渉中】,スリランカ
829,2019,普及・実証・ビジネス化事業（中小企業支援型）,水の浄化・水処理,インドネシア国下水道面整備管渠工事に係る小口径推進工法の普及・実証・ビジネス化事業【インフラ整備技術推進特別枠】,地建興業株式会社、三和機材株式会社 共同企業体,愛知県,【契約交渉中】,インドネシア
830,2015,普及・実証・ビジネス化事業（中小企業支援型）,職業訓練・産業育成,サイゴンハイテクパークトレーニングセンターを拠点としたロボット生産システムの普及・実証事業,株式会社トヨオカ,愛知県,株式会社かいはつマネジメント・コンサルティング,ベトナム
,,,,,,,,
831,2017,普及・実証・ビジネス化事業（中小企業支援型）,職業訓練・産業育成,繊維産業への近代的染色整理産業技術・日本的経営技術導入に係る普及・実証事業,ツヤトモ株式会社,愛知県,株式会社フォーバル、株式会社CDCインターナショナル,ミャンマー
